dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1/1/2012,11.953,0.512,Amritsar,India,31.35N,75.39E
2/1/2012,14.524,0.304,Amritsar,India,31.35N,75.39E
3/1/2012,20.962,0.39,Amritsar,India,31.35N,75.39E
4/1/2012,26.472,0.412,Amritsar,India,31.35N,75.39E
5/1/2012,32.32,0.323,Amritsar,India,31.35N,75.39E
6/1/2012,35,0.33,Amritsar,India,31.35N,75.39E
7/1/2012,32.665,0.489,Amritsar,India,31.35N,75.39E
8/1/2012,30.254,0.542,Amritsar,India,31.35N,75.39E
9/1/2012,29.206,0.532,Amritsar,India,31.35N,75.39E
10/1/2012,24.886,0.476,Amritsar,India,31.35N,75.39E
11/1/2012,19.733,0.675,Amritsar,India,31.35N,75.39E
12/1/2012,14.412,0.55,Amritsar,India,31.35N,75.39E
1/1/2013,12.116,0.422,Amritsar,India,31.35N,75.39E
2/1/2013,15.641,1.058,Amritsar,India,31.35N,75.39E
3/1/2013,20.917,1.555,Amritsar,India,31.35N,75.39E
4/1/2013,26.997,0.524,Amritsar,India,31.35N,75.39E
5/1/2013,32.963,0.458,Amritsar,India,31.35N,75.39E
6/1/2013,33.226,0.466,Amritsar,India,31.35N,75.39E
7/1/2013,31.599,0.571,Amritsar,India,31.35N,75.39E
8/1/2013,30.04,0.762,Amritsar,India,31.35N,75.39E
9/1/2013,,,Amritsar,India,31.35N,75.39E
1/1/2012,14.061,1.101,Amroha,India,28.13N,79.09E
2/1/2012,17.876,0.793,Amroha,India,28.13N,79.09E
3/1/2012,23.663,0.274,Amroha,India,28.13N,79.09E
4/1/2012,29.326,0.545,Amroha,India,28.13N,79.09E
5/1/2012,34.113,0.429,Amroha,India,28.13N,79.09E
6/1/2012,35.631,0.372,Amroha,India,28.13N,79.09E
7/1/2012,30.985,0.237,Amroha,India,28.13N,79.09E
8/1/2012,29.145,0.493,Amroha,India,28.13N,79.09E
9/1/2012,29.246,0.297,Amroha,India,28.13N,79.09E
10/1/2012,25.875,0.477,Amroha,India,28.13N,79.09E
11/1/2012,20.582,0.333,Amroha,India,28.13N,79.09E
12/1/2012,16.508,0.633,Amroha,India,28.13N,79.09E
1/1/2013,13.737,0.859,Amroha,India,28.13N,79.09E
2/1/2013,17.964,0.631,Amroha,India,28.13N,79.09E
3/1/2013,24.027,0.797,Amroha,India,28.13N,79.09E
4/1/2013,28.981,0.416,Amroha,India,28.13N,79.09E
5/1/2013,33.933,0.323,Amroha,India,28.13N,79.09E
6/1/2013,31.468,0.881,Amroha,India,28.13N,79.09E
7/1/2013,29.806,0.657,Amroha,India,28.13N,79.09E
8/1/2013,29.33,0.482,Amroha,India,28.13N,79.09E
9/1/2013,,,Amroha,India,28.13N,79.09E
1/1/2012,4.348,0.293,Amsterdam,Netherlands,52.24N,5.26E
2/1/2012,0.376,0.29,Amsterdam,Netherlands,52.24N,5.26E
3/1/2012,7.863,0.135,Amsterdam,Netherlands,52.24N,5.26E
4/1/2012,8.101,0.168,Amsterdam,Netherlands,52.24N,5.26E
5/1/2012,14.169,0.191,Amsterdam,Netherlands,52.24N,5.26E
6/1/2012,14.702,0.342,Amsterdam,Netherlands,52.24N,5.26E
7/1/2012,17.329,0.287,Amsterdam,Netherlands,52.24N,5.26E
8/1/2012,18.588,0.224,Amsterdam,Netherlands,52.24N,5.26E
9/1/2012,14.333,0.207,Amsterdam,Netherlands,52.24N,5.26E
10/1/2012,10.358,0.208,Amsterdam,Netherlands,52.24N,5.26E
11/1/2012,6.469,0.189,Amsterdam,Netherlands,52.24N,5.26E
12/1/2012,4.303,0.341,Amsterdam,Netherlands,52.24N,5.26E
1/1/2013,1.479,0.217,Amsterdam,Netherlands,52.24N,5.26E
2/1/2013,1.559,0.304,Amsterdam,Netherlands,52.24N,5.26E
3/1/2013,2.253,0.267,Amsterdam,Netherlands,52.24N,5.26E
4/1/2013,7.71,0.182,Amsterdam,Netherlands,52.24N,5.26E
5/1/2013,11.464,0.236,Amsterdam,Netherlands,52.24N,5.26E
6/1/2013,15.043,0.261,Amsterdam,Netherlands,52.24N,5.26E
7/1/2013,18.775,0.193,Amsterdam,Netherlands,52.24N,5.26E
8/1/2013,18.025,0.298,Amsterdam,Netherlands,52.24N,5.26E
9/1/2013,,,Amsterdam,Netherlands,52.24N,5.26E
1/1/2012,21.982,0.316,Anápolis,Brazil,16.87S,48.56W
2/1/2012,23.269,0.287,Anápolis,Brazil,16.87S,48.56W
3/1/2012,23.743,0.165,Anápolis,Brazil,16.87S,48.56W
4/1/2012,23.682,0.303,Anápolis,Brazil,16.87S,48.56W
5/1/2012,21.178,0.396,Anápolis,Brazil,16.87S,48.56W
6/1/2012,21.761,0.367,Anápolis,Brazil,16.87S,48.56W
7/1/2012,21.425,0.191,Anápolis,Brazil,16.87S,48.56W
8/1/2012,22.389,0.452,Anápolis,Brazil,16.87S,48.56W
9/1/2012,25.357,0.229,Anápolis,Brazil,16.87S,48.56W
10/1/2012,25.941,0.332,Anápolis,Brazil,16.87S,48.56W
11/1/2012,23.722,0.332,Anápolis,Brazil,16.87S,48.56W
12/1/2012,24.918,0.834,Anápolis,Brazil,16.87S,48.56W
1/1/2013,23.187,0.515,Anápolis,Brazil,16.87S,48.56W
2/1/2013,24.357,0.372,Anápolis,Brazil,16.87S,48.56W
3/1/2013,23.901,0.462,Anápolis,Brazil,16.87S,48.56W
4/1/2013,22.957,0.338,Anápolis,Brazil,16.87S,48.56W
5/1/2013,22.49,0.312,Anápolis,Brazil,16.87S,48.56W
6/1/2013,22.027,0.328,Anápolis,Brazil,16.87S,48.56W
7/1/2013,21.404,0.264,Anápolis,Brazil,16.87S,48.56W
8/1/2013,22.807,0.286,Anápolis,Brazil,16.87S,48.56W
9/1/2013,,,Anápolis,Brazil,16.87S,48.56W
1/1/2012,26.169,0.494,Anaco,Venezuela,8.84N,64.05W
2/1/2012,26.582,0.551,Anaco,Venezuela,8.84N,64.05W
3/1/2012,27.154,0.624,Anaco,Venezuela,8.84N,64.05W
4/1/2012,27.635,0.337,Anaco,Venezuela,8.84N,64.05W
5/1/2012,27.301,0.558,Anaco,Venezuela,8.84N,64.05W
6/1/2012,26.922,0.49,Anaco,Venezuela,8.84N,64.05W
7/1/2012,26.453,0.39,Anaco,Venezuela,8.84N,64.05W
8/1/2012,26.658,0.533,Anaco,Venezuela,8.84N,64.05W
9/1/2012,26.888,0.689,Anaco,Venezuela,8.84N,64.05W
10/1/2012,27.567,0.399,Anaco,Venezuela,8.84N,64.05W
11/1/2012,27.996,0.305,Anaco,Venezuela,8.84N,64.05W
12/1/2012,26.591,0.464,Anaco,Venezuela,8.84N,64.05W
1/1/2013,26.188,0.376,Anaco,Venezuela,8.84N,64.05W
2/1/2013,26.707,0.444,Anaco,Venezuela,8.84N,64.05W
3/1/2013,27.787,1.005,Anaco,Venezuela,8.84N,64.05W
4/1/2013,27.923,0.86,Anaco,Venezuela,8.84N,64.05W
5/1/2013,28.083,0.557,Anaco,Venezuela,8.84N,64.05W
6/1/2013,27.021,0.4,Anaco,Venezuela,8.84N,64.05W
7/1/2013,26.775,0.369,Anaco,Venezuela,8.84N,64.05W
8/1/2013,27.173,0.367,Anaco,Venezuela,8.84N,64.05W
9/1/2013,,,Anaco,Venezuela,8.84N,64.05W
1/1/2012,15.113,0.665,Anaheim,United States,32.95N,117.77W
2/1/2012,13.664,0.4,Anaheim,United States,32.95N,117.77W
3/1/2012,13.669,0.469,Anaheim,United States,32.95N,117.77W
4/1/2012,15.094,0.368,Anaheim,United States,32.95N,117.77W
5/1/2012,16.644,0.354,Anaheim,United States,32.95N,117.77W
6/1/2012,17.34,0.347,Anaheim,United States,32.95N,117.77W
7/1/2012,18.984,0.354,Anaheim,United States,32.95N,117.77W
8/1/2012,22.415,0.501,Anaheim,United States,32.95N,117.77W
9/1/2012,22.852,0.5,Anaheim,United States,32.95N,117.77W
10/1/2012,19.892,0.503,Anaheim,United States,32.95N,117.77W
11/1/2012,17.245,0.244,Anaheim,United States,32.95N,117.77W
12/1/2012,13.531,0.569,Anaheim,United States,32.95N,117.77W
1/1/2013,13.404,0.552,Anaheim,United States,32.95N,117.77W
2/1/2013,12.835,0.419,Anaheim,United States,32.95N,117.77W
3/1/2013,15.344,0.486,Anaheim,United States,32.95N,117.77W
4/1/2013,15.381,0.448,Anaheim,United States,32.95N,117.77W
5/1/2013,17.635,0.445,Anaheim,United States,32.95N,117.77W
6/1/2013,18.632,0.338,Anaheim,United States,32.95N,117.77W
7/1/2013,19.929,0.367,Anaheim,United States,32.95N,117.77W
8/1/2013,20.076,0.522,Anaheim,United States,32.95N,117.77W
9/1/2013,21.391,1.062,Anaheim,United States,32.95N,117.77W
1/1/2012,18.856,0.277,Anand,India,23.31N,72.52E
2/1/2012,21.224,0.559,Anand,India,23.31N,72.52E
3/1/2012,26.512,0.341,Anand,India,23.31N,72.52E
4/1/2012,31.195,0.554,Anand,India,23.31N,72.52E
5/1/2012,33.276,0.416,Anand,India,23.31N,72.52E
6/1/2012,32.5,0.279,Anand,India,23.31N,72.52E
7/1/2012,29.797,0.591,Anand,India,23.31N,72.52E
8/1/2012,28.086,0.446,Anand,India,23.31N,72.52E
9/1/2012,28.087,0.168,Anand,India,23.31N,72.52E
10/1/2012,28.078,0.524,Anand,India,23.31N,72.52E
11/1/2012,24.391,0.706,Anand,India,23.31N,72.52E
12/1/2012,22.325,0.319,Anand,India,23.31N,72.52E
1/1/2013,19.645,0.443,Anand,India,23.31N,72.52E
2/1/2013,22.726,1.23,Anand,India,23.31N,72.52E
3/1/2013,27.196,0.566,Anand,India,23.31N,72.52E
4/1/2013,30.762,0.313,Anand,India,23.31N,72.52E
5/1/2013,33.856,0.746,Anand,India,23.31N,72.52E
6/1/2013,31.099,0.264,Anand,India,23.31N,72.52E
7/1/2013,28.073,0.307,Anand,India,23.31N,72.52E
8/1/2013,27.512,0.381,Anand,India,23.31N,72.52E
9/1/2013,,,Anand,India,23.31N,72.52E
1/1/2012,26.882,0.366,Ananindeua,Brazil,0.80S,49.02W
2/1/2012,27.164,0.689,Ananindeua,Brazil,0.80S,49.02W
3/1/2012,27.476,0.208,Ananindeua,Brazil,0.80S,49.02W
4/1/2012,27.47,0.468,Ananindeua,Brazil,0.80S,49.02W
5/1/2012,27.298,0.558,Ananindeua,Brazil,0.80S,49.02W
6/1/2012,27.039,0.196,Ananindeua,Brazil,0.80S,49.02W
7/1/2012,27.012,0.293,Ananindeua,Brazil,0.80S,49.02W
8/1/2012,27.329,0.286,Ananindeua,Brazil,0.80S,49.02W
9/1/2012,27.545,0.438,Ananindeua,Brazil,0.80S,49.02W
10/1/2012,28.225,0.375,Ananindeua,Brazil,0.80S,49.02W
11/1/2012,28.396,0.486,Ananindeua,Brazil,0.80S,49.02W
12/1/2012,27.567,0.667,Ananindeua,Brazil,0.80S,49.02W
1/1/2013,27.376,0.308,Ananindeua,Brazil,0.80S,49.02W
2/1/2013,27.684,0.428,Ananindeua,Brazil,0.80S,49.02W
3/1/2013,28.534,0.683,Ananindeua,Brazil,0.80S,49.02W
4/1/2013,27.968,0.41,Ananindeua,Brazil,0.80S,49.02W
5/1/2013,27.29,0.512,Ananindeua,Brazil,0.80S,49.02W
6/1/2013,27.23,0.317,Ananindeua,Brazil,0.80S,49.02W
7/1/2013,27.271,0.777,Ananindeua,Brazil,0.80S,49.02W
8/1/2013,28.031,1.303,Ananindeua,Brazil,0.80S,49.02W
